plan;supply_date_start;supply_date_end;amount
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
yearly;2019-08-15;2020-08-15 00:00:00;119
yearly;2019-08-15;2020-08-15 00:00:00;119
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
yearly;2019-08-15;2020-08-15 00:00:00;119
yearly;2019-08-15;2020-08-15 00:00:00;119
monthly;2019-08-15;2019-09-15 00:00:00;12
yearly;2019-08-15;2020-08-15 00:00:00;119
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
yearly;2019-08-15;2020-08-15 00:00:00;119
yearly;2019-08-15;2020-08-15 00:00:00;119
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
yearly;2019-08-15;2020-08-15 00:00:00;119
yearly;2019-08-15;2020-08-15 00:00:00;119
yearly;2019-08-15;2020-08-15 00:00:00;119
monthly;2019-08-15;2019-09-15 00:00:00;12
yearly;2019-08-15;2020-08-15 00:00:00;119
yearly;2019-08-15;2020-08-15 00:00:00;119
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
monthly;2019-08-16;2019-09-16 00:00:00;12
monthly;2019-08-16;2019-09-16 00:00:00;12
monthly;2019-08-16;2019-09-16 00:00:00;12
monthly;2019-08-16;2019-09-16 00:00:00;12
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
yearly;2019-08-16;2020-08-16 00:00:00;119
monthly;2019-08-16;2019-09-16 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
yearly;2019-08-17;2020-08-17 00:00:00;119
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
yearly;2019-08-17;2020-08-17 00:00:00;119
yearly;2019-08-17;2020-08-17 00:00:00;119
yearly;2019-08-17;2020-08-17 00:00:00;119
yearly;2019-08-17;2020-08-17 00:00:00;119
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
yearly;2019-08-17;2020-08-17 00:00:00;119
monthly;2019-08-17;2019-09-17 00:00:00;12
yearly;2019-08-17;2020-08-17 00:00:00;119
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-17;2019-09-17 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
monthly;2019-08-18;2019-09-18 00:00:00;12
yearly;2019-08-18;2020-08-18 00:00:00;119
yearly;2019-08-19;2020-08-19 00:00:00;119
yearly;2019-08-19;2020-08-19 00:00:00;119
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
yearly;2019-08-19;2020-08-19 00:00:00;119
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
yearly;2019-08-19;2020-08-19 00:00:00;119
monthly;2019-08-19;2019-09-19 00:00:00;12
yearly;2019-08-19;2020-08-19 00:00:00;119
yearly;2019-08-19;2020-08-19 00:00:00;119
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
yearly;2019-08-19;2020-08-19 00:00:00;119
yearly;2019-08-19;2020-08-19 00:00:00;119
monthly;2019-08-19;2019-09-19 00:00:00;12
monthly;2019-08-19;2019-09-19 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
monthly;2019-08-20;2019-09-20 00:00:00;12
yearly;2019-08-20;2020-08-20 00:00:00;119
monthly;2019-08-21;2019-09-21 00:00:00;12
yearly;2019-08-21;2020-08-21 00:00:00;119
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
yearly;2019-08-21;2020-08-21 00:00:00;119
yearly;2019-08-21;2020-08-21 00:00:00;119
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
yearly;2019-08-21;2020-08-21 00:00:00;119
yearly;2019-08-21;2020-08-21 00:00:00;119
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
yearly;2019-08-21;2020-08-21 00:00:00;119
monthly;2019-08-21;2019-09-21 00:00:00;12
yearly;2019-08-21;2020-08-21 00:00:00;119
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
yearly;2019-08-21;2020-08-21 00:00:00;119
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
monthly;2019-08-21;2019-09-21 00:00:00;12
yearly;2019-08-21;2020-08-21 00:00:00;119
yearly;2019-08-21;2020-08-21 00:00:00;119
yearly;2019-08-21;2020-08-21 00:00:00;119
yearly;2019-08-21;2020-08-21 00:00:00;119
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-22;2019-09-22 00:00:00;12
yearly;2019-08-22;2020-08-22 00:00:00;119
monthly;2019-08-22;2019-09-22 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
monthly;2019-08-23;2019-09-23 00:00:00;12
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-23;2020-08-23 00:00:00;119
yearly;2019-08-24;2020-08-24 00:00:00;119
yearly;2019-08-24;2020-08-24 00:00:00;119
yearly;2019-08-24;2020-08-24 00:00:00;119
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
yearly;2019-08-24;2020-08-24 00:00:00;119
yearly;2019-08-24;2020-08-24 00:00:00;119
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
yearly;2019-08-24;2020-08-24 00:00:00;119
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
yearly;2019-08-24;2020-08-24 00:00:00;119
yearly;2019-08-24;2020-08-24 00:00:00;119
yearly;2019-08-24;2020-08-24 00:00:00;119
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
monthly;2019-08-24;2019-09-24 00:00:00;12
yearly;2019-08-24;2020-08-24 00:00:00;119
monthly;2019-08-25;2019-09-25 00:00:00;12
yearly;2019-08-25;2020-08-25 00:00:00;119
yearly;2019-08-25;2020-08-25 00:00:00;119
yearly;2019-08-25;2020-08-25 00:00:00;119
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
yearly;2019-08-25;2020-08-25 00:00:00;119
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
yearly;2019-08-25;2020-08-25 00:00:00;119
yearly;2019-08-25;2020-08-25 00:00:00;119
yearly;2019-08-25;2020-08-25 00:00:00;119
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
yearly;2019-08-25;2020-08-25 00:00:00;119
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-25;2019-09-25 00:00:00;12
yearly;2019-08-25;2020-08-25 00:00:00;119
yearly;2019-08-25;2020-08-25 00:00:00;119
monthly;2019-08-25;2019-09-25 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
monthly;2019-08-26;2019-09-26 00:00:00;12
yearly;2019-08-26;2020-08-26 00:00:00;119
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
monthly;2019-08-26;2019-09-26 00:00:00;12
yearly;2019-08-26;2020-08-26 00:00:00;119
monthly;2019-08-26;2019-09-26 00:00:00;12
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
yearly;2019-08-26;2020-08-26 00:00:00;119
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-26;2019-09-26 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
yearly;2019-08-27;2020-08-27 00:00:00;119
yearly;2019-08-27;2020-08-27 00:00:00;119
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-27;2020-08-27 00:00:00;119
yearly;2019-08-27;2020-08-27 00:00:00;119
monthly;2019-08-27;2019-09-27 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
yearly;2019-08-28;2020-08-28 00:00:00;119
yearly;2019-08-28;2020-08-28 00:00:00;119
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
monthly;2019-08-28;2019-09-28 00:00:00;12
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
yearly;2019-08-28;2020-08-28 00:00:00;119
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
monthly;2019-08-28;2019-09-28 00:00:00;12
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-28;2019-09-28 00:00:00;12
yearly;2019-08-28;2020-08-28 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
yearly;2019-08-29;2020-08-29 00:00:00;119
yearly;2019-08-29;2020-08-29 00:00:00;119
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
yearly;2019-08-29;2020-08-29 00:00:00;119
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-29;2019-09-29 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
yearly;2019-08-30;2020-08-30 00:00:00;119
yearly;2019-08-30;2020-08-30 00:00:00;119
yearly;2019-08-30;2020-08-30 00:00:00;119
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-30;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-08-31;2020-08-31 00:00:00;119
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-08-31;2020-08-31 00:00:00;119
monthly;2019-08-31;2019-09-30 00:00:00;12
