plan;supply_date_start;supply_date_end;amount;country
monthly;2019-11-23;2019-12-23 00:00:00;12;FR
yearly;2019-11-23;2020-11-23 00:00:00;119;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;FR
yearly;2019-11-23;2020-11-23 00:00:00;119;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;germany
monthly;2019-11-23;2019-12-23 00:00:00;12;germany
yearly;2019-11-23;2020-11-23 00:00:00;119;de
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
yearly;2019-11-23;2020-11-23 00:00:00;119;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;FR
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;de
monthly;2019-11-23;2019-12-23 00:00:00;12;de
yearly;2019-11-23;2020-11-23 00:00:00;119;DE
monthly;2019-11-23;2019-12-23 00:00:00;12;france
monthly;2019-11-23;2019-12-23 00:00:00;12;us
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;de
monthly;2019-11-23;2019-12-23 00:00:00;12;de
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
yearly;2019-11-23;2020-11-23 00:00:00;119;us
monthly;2019-11-23;2019-12-23 00:00:00;12;us
monthly;2019-11-23;2019-12-23 00:00:00;12;germany
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
yearly;2019-11-23;2020-11-23 00:00:00;119;france
monthly;2019-11-23;2019-12-23 00:00:00;12;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;france   
yearly;2019-11-23;2020-11-23 00:00:00;119;us
monthly;2019-11-23;2019-12-23 00:00:00;12;us
monthly;2019-11-23;2019-12-23 00:00:00;12;DE
monthly;2019-11-23;2019-12-23 00:00:00;12;FR
monthly;2019-11-23;2019-12-23 00:00:00;12;us
yearly;2019-11-23;2020-11-23 00:00:00;119;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;DE
yearly;2019-11-23;2020-11-23 00:00:00;119;usa
yearly;2019-11-23;2020-11-23 00:00:00;119;usa
yearly;2019-11-23;2020-11-23 00:00:00;119;US
yearly;2019-11-23;2020-11-23 00:00:00;119;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;US
monthly;2019-11-23;2019-12-23 00:00:00;12;us
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;de
monthly;2019-11-23;2019-12-23 00:00:00;12;de
monthly;2019-11-23;2019-12-23 00:00:00;12;FR
monthly;2019-11-23;2019-12-23 00:00:00;12;de
monthly;2019-11-23;2019-12-23 00:00:00;12;france   
monthly;2019-11-23;2019-12-23 00:00:00;12;FR
yearly;2019-11-23;2020-11-23 00:00:00;119;DE
yearly;2019-11-23;2020-11-23 00:00:00;119;DE
monthly;2019-11-23;2019-12-23 00:00:00;12;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;grmany
yearly;2019-11-23;2020-11-23 00:00:00;119;france   
monthly;2019-11-23;2019-12-23 00:00:00;12;france
monthly;2019-11-23;2019-12-23 00:00:00;12;FR
yearly;2019-11-23;2020-11-23 00:00:00;119;us
monthly;2019-11-23;2019-12-23 00:00:00;12;DE
yearly;2019-11-23;2020-11-23 00:00:00;119;US
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;france   
yearly;2019-11-23;2020-11-23 00:00:00;119;us
yearly;2019-11-23;2020-11-23 00:00:00;119;germany
monthly;2019-11-23;2019-12-23 00:00:00;12;france
monthly;2019-11-23;2019-12-23 00:00:00;12;DE
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;germany
monthly;2019-11-23;2019-12-23 00:00:00;12;de
monthly;2019-11-23;2019-12-23 00:00:00;12;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;US
yearly;2019-11-23;2020-11-23 00:00:00;119;france   
monthly;2019-11-23;2019-12-23 00:00:00;12;us
monthly;2019-11-23;2019-12-23 00:00:00;12;france
yearly;2019-11-23;2020-11-23 00:00:00;119;us
monthly;2019-11-23;2019-12-23 00:00:00;12;DE
yearly;2019-11-23;2020-11-23 00:00:00;119;germany
yearly;2019-11-23;2020-11-23 00:00:00;119;germany
monthly;2019-11-23;2019-12-23 00:00:00;12;grmany
monthly;2019-11-23;2019-12-23 00:00:00;12;usa
monthly;2019-11-23;2019-12-23 00:00:00;12;france   
monthly;2019-11-24;2019-12-24 00:00:00;12;DE
monthly;2019-11-24;2019-12-24 00:00:00;12;FR
monthly;2019-11-24;2019-12-24 00:00:00;12;france
monthly;2019-11-24;2019-12-24 00:00:00;12;france
monthly;2019-11-24;2019-12-24 00:00:00;12;france   
yearly;2019-11-24;2020-11-24 00:00:00;119;FR
monthly;2019-11-24;2019-12-24 00:00:00;12;grmany
yearly;2019-11-24;2020-11-24 00:00:00;119;france   
monthly;2019-11-24;2019-12-24 00:00:00;12;us
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
monthly;2019-11-24;2019-12-24 00:00:00;12;DE
monthly;2019-11-24;2019-12-24 00:00:00;12;france
monthly;2019-11-24;2019-12-24 00:00:00;12;germany
monthly;2019-11-24;2019-12-24 00:00:00;12;france   
monthly;2019-11-24;2019-12-24 00:00:00;12;FR
yearly;2019-11-24;2020-11-24 00:00:00;119;france   
monthly;2019-11-24;2019-12-24 00:00:00;12;grmany
monthly;2019-11-24;2019-12-24 00:00:00;12;US
monthly;2019-11-24;2019-12-24 00:00:00;12;de
yearly;2019-11-24;2020-11-24 00:00:00;119;germany
yearly;2019-11-24;2020-11-24 00:00:00;119;FR
yearly;2019-11-24;2020-11-24 00:00:00;119;DE
monthly;2019-11-24;2019-12-24 00:00:00;12;france
monthly;2019-11-24;2019-12-24 00:00:00;12;FR
monthly;2019-11-24;2019-12-24 00:00:00;12;us
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
yearly;2019-11-24;2020-11-24 00:00:00;119;france   
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
yearly;2019-11-24;2020-11-24 00:00:00;119;usa
monthly;2019-11-24;2019-12-24 00:00:00;12;us
monthly;2019-11-24;2019-12-24 00:00:00;12;france
yearly;2019-11-24;2020-11-24 00:00:00;119;usa
monthly;2019-11-24;2019-12-24 00:00:00;12;germany
monthly;2019-11-24;2019-12-24 00:00:00;12;DE
monthly;2019-11-24;2019-12-24 00:00:00;12;FR
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
yearly;2019-11-24;2020-11-24 00:00:00;119;de
monthly;2019-11-24;2019-12-24 00:00:00;12;france
yearly;2019-11-24;2020-11-24 00:00:00;119;FR
yearly;2019-11-24;2020-11-24 00:00:00;119;france   
yearly;2019-11-24;2020-11-24 00:00:00;119;france   
monthly;2019-11-24;2019-12-24 00:00:00;12;france   
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
monthly;2019-11-24;2019-12-24 00:00:00;12;germany
monthly;2019-11-24;2019-12-24 00:00:00;12;france
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
yearly;2019-11-24;2020-11-24 00:00:00;119;de
yearly;2019-11-24;2020-11-24 00:00:00;119;france   
yearly;2019-11-24;2020-11-24 00:00:00;119;US
yearly;2019-11-24;2020-11-24 00:00:00;119;FR
monthly;2019-11-24;2019-12-24 00:00:00;12;US
monthly;2019-11-24;2019-12-24 00:00:00;12;FR
yearly;2019-11-24;2020-11-24 00:00:00;119;de
monthly;2019-11-24;2019-12-24 00:00:00;12;germany
monthly;2019-11-24;2019-12-24 00:00:00;12;FR
yearly;2019-11-24;2020-11-24 00:00:00;119;grmany
monthly;2019-11-24;2019-12-24 00:00:00;12;grmany
monthly;2019-11-24;2019-12-24 00:00:00;12;grmany
yearly;2019-11-24;2020-11-24 00:00:00;119;germany
monthly;2019-11-24;2019-12-24 00:00:00;12;US
yearly;2019-11-24;2020-11-24 00:00:00;119;us
yearly;2019-11-24;2020-11-24 00:00:00;119;de
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
monthly;2019-11-24;2019-12-24 00:00:00;12;france
yearly;2019-11-24;2020-11-24 00:00:00;119;DE
yearly;2019-11-24;2020-11-24 00:00:00;119;FR
monthly;2019-11-24;2019-12-24 00:00:00;12;france
yearly;2019-11-24;2020-11-24 00:00:00;119;us
monthly;2019-11-24;2019-12-24 00:00:00;12;US
monthly;2019-11-24;2019-12-24 00:00:00;12;usa
monthly;2019-11-24;2019-12-24 00:00:00;12;DE
yearly;2019-11-24;2020-11-24 00:00:00;119;FR
monthly;2019-11-24;2019-12-24 00:00:00;12;us
monthly;2019-11-25;2019-12-25 00:00:00;12;FR
yearly;2019-11-25;2020-11-25 00:00:00;119;DE
yearly;2019-11-25;2020-11-25 00:00:00;119;FR
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
yearly;2019-11-25;2020-11-25 00:00:00;119;germany
monthly;2019-11-25;2019-12-25 00:00:00;12;de
yearly;2019-11-25;2020-11-25 00:00:00;119;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;germany
yearly;2019-11-25;2020-11-25 00:00:00;119;usa
monthly;2019-11-25;2019-12-25 00:00:00;12;us
yearly;2019-11-25;2020-11-25 00:00:00;119;de
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;de
monthly;2019-11-25;2019-12-25 00:00:00;12;DE
monthly;2019-11-25;2019-12-25 00:00:00;12;DE
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;germany
monthly;2019-11-25;2019-12-25 00:00:00;12;FR
monthly;2019-11-25;2019-12-25 00:00:00;12;usa
yearly;2019-11-25;2020-11-25 00:00:00;119;de
monthly;2019-11-25;2019-12-25 00:00:00;12;germany
monthly;2019-11-25;2019-12-25 00:00:00;12;us
yearly;2019-11-25;2020-11-25 00:00:00;119;US
monthly;2019-11-25;2019-12-25 00:00:00;12;us
monthly;2019-11-25;2019-12-25 00:00:00;12;FR
yearly;2019-11-25;2020-11-25 00:00:00;119;france
yearly;2019-11-25;2020-11-25 00:00:00;119;FR
monthly;2019-11-25;2019-12-25 00:00:00;12;germany
yearly;2019-11-25;2020-11-25 00:00:00;119;germany
yearly;2019-11-25;2020-11-25 00:00:00;119;usa
yearly;2019-11-25;2020-11-25 00:00:00;119;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;france   
yearly;2019-11-25;2020-11-25 00:00:00;119;usa
monthly;2019-11-25;2019-12-25 00:00:00;12;DE
monthly;2019-11-25;2019-12-25 00:00:00;12;us
monthly;2019-11-25;2019-12-25 00:00:00;12;france   
monthly;2019-11-25;2019-12-25 00:00:00;12;france
monthly;2019-11-25;2019-12-25 00:00:00;12;france
yearly;2019-11-25;2020-11-25 00:00:00;119;france
yearly;2019-11-25;2020-11-25 00:00:00;119;france
monthly;2019-11-25;2019-12-25 00:00:00;12;de
monthly;2019-11-25;2019-12-25 00:00:00;12;US
monthly;2019-11-25;2019-12-25 00:00:00;12;france
monthly;2019-11-25;2019-12-25 00:00:00;12;us
monthly;2019-11-25;2019-12-25 00:00:00;12;US
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;DE
monthly;2019-11-25;2019-12-25 00:00:00;12;germany
monthly;2019-11-25;2019-12-25 00:00:00;12;de
monthly;2019-11-25;2019-12-25 00:00:00;12;FR
yearly;2019-11-25;2020-11-25 00:00:00;119;usa
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;us
yearly;2019-11-25;2020-11-25 00:00:00;119;france   
yearly;2019-11-25;2020-11-25 00:00:00;119;us
yearly;2019-11-25;2020-11-25 00:00:00;119;US
monthly;2019-11-25;2019-12-25 00:00:00;12;france   
yearly;2019-11-25;2020-11-25 00:00:00;119;usa
monthly;2019-11-25;2019-12-25 00:00:00;12;us
yearly;2019-11-25;2020-11-25 00:00:00;119;france   
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;de
yearly;2019-11-25;2020-11-25 00:00:00;119;germany
monthly;2019-11-25;2019-12-25 00:00:00;12;FR
monthly;2019-11-25;2019-12-25 00:00:00;12;grmany
yearly;2019-11-25;2020-11-25 00:00:00;119;us
monthly;2019-11-25;2019-12-25 00:00:00;12;germany
yearly;2019-11-25;2020-11-25 00:00:00;119;grmany
monthly;2019-11-25;2019-12-25 00:00:00;12;usa
yearly;2019-11-25;2020-11-25 00:00:00;119;FR
monthly;2019-11-25;2019-12-25 00:00:00;12;US
monthly;2019-11-25;2019-12-25 00:00:00;12;de
monthly;2019-11-25;2019-12-25 00:00:00;12;DE
yearly;2019-11-25;2020-11-25 00:00:00;119;usa
yearly;2019-11-25;2020-11-25 00:00:00;119;FR
monthly;2019-11-25;2019-12-25 00:00:00;12;US
monthly;2019-11-25;2019-12-25 00:00:00;12;usa
yearly;2019-11-26;2020-11-26 00:00:00;119;de
monthly;2019-11-26;2019-12-26 00:00:00;12;DE
yearly;2019-11-26;2020-11-26 00:00:00;119;US
monthly;2019-11-26;2019-12-26 00:00:00;12;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;france   
monthly;2019-11-26;2019-12-26 00:00:00;12;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;usa
yearly;2019-11-26;2020-11-26 00:00:00;119;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;de
monthly;2019-11-26;2019-12-26 00:00:00;12;france
yearly;2019-11-26;2020-11-26 00:00:00;119;grmany
monthly;2019-11-26;2019-12-26 00:00:00;12;US
monthly;2019-11-26;2019-12-26 00:00:00;12;DE
yearly;2019-11-26;2020-11-26 00:00:00;119;germany
monthly;2019-11-26;2019-12-26 00:00:00;12;usa
monthly;2019-11-26;2019-12-26 00:00:00;12;de
monthly;2019-11-26;2019-12-26 00:00:00;12;france
yearly;2019-11-26;2020-11-26 00:00:00;119;france   
yearly;2019-11-26;2020-11-26 00:00:00;119;usa
monthly;2019-11-26;2019-12-26 00:00:00;12;us
monthly;2019-11-26;2019-12-26 00:00:00;12;germany
monthly;2019-11-26;2019-12-26 00:00:00;12;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;de
monthly;2019-11-26;2019-12-26 00:00:00;12;US
monthly;2019-11-26;2019-12-26 00:00:00;12;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;de
monthly;2019-11-26;2019-12-26 00:00:00;12;france   
monthly;2019-11-26;2019-12-26 00:00:00;12;germany
yearly;2019-11-26;2020-11-26 00:00:00;119;usa
monthly;2019-11-26;2019-12-26 00:00:00;12;usa
monthly;2019-11-26;2019-12-26 00:00:00;12;US
yearly;2019-11-26;2020-11-26 00:00:00;119;france
monthly;2019-11-26;2019-12-26 00:00:00;12;de
yearly;2019-11-26;2020-11-26 00:00:00;119;de
monthly;2019-11-26;2019-12-26 00:00:00;12;de
yearly;2019-11-26;2020-11-26 00:00:00;119;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;germany
monthly;2019-11-26;2019-12-26 00:00:00;12;france
yearly;2019-11-26;2020-11-26 00:00:00;119;germany
monthly;2019-11-26;2019-12-26 00:00:00;12;DE
monthly;2019-11-26;2019-12-26 00:00:00;12;usa
monthly;2019-11-26;2019-12-26 00:00:00;12;US
yearly;2019-11-26;2020-11-26 00:00:00;119;france
yearly;2019-11-26;2020-11-26 00:00:00;119;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;FR
monthly;2019-11-26;2019-12-26 00:00:00;12;france   
monthly;2019-11-26;2019-12-26 00:00:00;12;US
monthly;2019-11-26;2019-12-26 00:00:00;12;FR
yearly;2019-11-26;2020-11-26 00:00:00;119;US
yearly;2019-11-26;2020-11-26 00:00:00;119;US
yearly;2019-11-26;2020-11-26 00:00:00;119;FR
yearly;2019-11-26;2020-11-26 00:00:00;119;DE
yearly;2019-11-26;2020-11-26 00:00:00;119;france
monthly;2019-11-26;2019-12-26 00:00:00;12;DE
yearly;2019-11-26;2020-11-26 00:00:00;119;usa
yearly;2019-11-26;2020-11-26 00:00:00;119;us
monthly;2019-11-26;2019-12-26 00:00:00;12;france   
monthly;2019-11-26;2019-12-26 00:00:00;12;US
monthly;2019-11-26;2019-12-26 00:00:00;12;de
yearly;2019-11-26;2020-11-26 00:00:00;119;grmany
monthly;2019-11-26;2019-12-26 00:00:00;12;germany
monthly;2019-11-26;2019-12-26 00:00:00;12;germany
yearly;2019-11-26;2020-11-26 00:00:00;119;france
monthly;2019-11-26;2019-12-26 00:00:00;12;france
monthly;2019-11-26;2019-12-26 00:00:00;12;US
monthly;2019-11-26;2019-12-26 00:00:00;12;DE
yearly;2019-11-26;2020-11-26 00:00:00;119;usa
yearly;2019-11-26;2020-11-26 00:00:00;119;US
monthly;2019-11-26;2019-12-26 00:00:00;12;us
yearly;2019-11-26;2020-11-26 00:00:00;119;us
monthly;2019-11-26;2019-12-26 00:00:00;12;germany
monthly;2019-11-26;2019-12-26 00:00:00;12;us
monthly;2019-11-26;2019-12-26 00:00:00;12;grmany
yearly;2019-11-26;2020-11-26 00:00:00;119;DE
monthly;2019-11-27;2019-12-27 00:00:00;12;usa
yearly;2019-11-27;2020-11-27 00:00:00;119;US
monthly;2019-11-27;2019-12-27 00:00:00;12;US
monthly;2019-11-27;2019-12-27 00:00:00;12;us
yearly;2019-11-27;2020-11-27 00:00:00;119;de
monthly;2019-11-27;2019-12-27 00:00:00;12;US
monthly;2019-11-27;2019-12-27 00:00:00;12;grmany
monthly;2019-11-27;2019-12-27 00:00:00;12;grmany
monthly;2019-11-27;2019-12-27 00:00:00;12;us
yearly;2019-11-27;2020-11-27 00:00:00;119;FR
yearly;2019-11-27;2020-11-27 00:00:00;119;US
yearly;2019-11-27;2020-11-27 00:00:00;119;US
monthly;2019-11-27;2019-12-27 00:00:00;12;US
monthly;2019-11-27;2019-12-27 00:00:00;12;US
yearly;2019-11-27;2020-11-27 00:00:00;119;france
yearly;2019-11-27;2020-11-27 00:00:00;119;US
yearly;2019-11-27;2020-11-27 00:00:00;119;france
yearly;2019-11-27;2020-11-27 00:00:00;119;germany
yearly;2019-11-27;2020-11-27 00:00:00;119;france
yearly;2019-11-27;2020-11-27 00:00:00;119;DE
monthly;2019-11-27;2019-12-27 00:00:00;12;france
yearly;2019-11-27;2020-11-27 00:00:00;119;usa
monthly;2019-11-27;2019-12-27 00:00:00;12;usa
yearly;2019-11-27;2020-11-27 00:00:00;119;grmany
yearly;2019-11-27;2020-11-27 00:00:00;119;FR
yearly;2019-11-27;2020-11-27 00:00:00;119;usa
monthly;2019-11-27;2019-12-27 00:00:00;12;DE
yearly;2019-11-27;2020-11-27 00:00:00;119;usa
yearly;2019-11-27;2020-11-27 00:00:00;119;germany
monthly;2019-11-27;2019-12-27 00:00:00;12;de
yearly;2019-11-27;2020-11-27 00:00:00;119;DE
monthly;2019-11-27;2019-12-27 00:00:00;12;usa
monthly;2019-11-27;2019-12-27 00:00:00;12;DE
monthly;2019-11-27;2019-12-27 00:00:00;12;france
monthly;2019-11-27;2019-12-27 00:00:00;12;us
monthly;2019-11-27;2019-12-27 00:00:00;12;de
yearly;2019-11-27;2020-11-27 00:00:00;119;usa
yearly;2019-11-27;2020-11-27 00:00:00;119;FR
yearly;2019-11-27;2020-11-27 00:00:00;119;us
monthly;2019-11-27;2019-12-27 00:00:00;12;grmany
monthly;2019-11-27;2019-12-27 00:00:00;12;FR
yearly;2019-11-27;2020-11-27 00:00:00;119;grmany
monthly;2019-11-27;2019-12-27 00:00:00;12;france
yearly;2019-11-27;2020-11-27 00:00:00;119;FR
monthly;2019-11-27;2019-12-27 00:00:00;12;DE
monthly;2019-11-27;2019-12-27 00:00:00;12;US
monthly;2019-11-27;2019-12-27 00:00:00;12;us
monthly;2019-11-27;2019-12-27 00:00:00;12;grmany
monthly;2019-11-27;2019-12-27 00:00:00;12;france
monthly;2019-11-27;2019-12-27 00:00:00;12;US
yearly;2019-11-27;2020-11-27 00:00:00;119;france
yearly;2019-11-27;2020-11-27 00:00:00;119;de
monthly;2019-11-27;2019-12-27 00:00:00;12;DE
monthly;2019-11-27;2019-12-27 00:00:00;12;us
yearly;2019-11-27;2020-11-27 00:00:00;119;FR
monthly;2019-11-27;2019-12-27 00:00:00;12;grmany
monthly;2019-11-27;2019-12-27 00:00:00;12;usa
monthly;2019-11-27;2019-12-27 00:00:00;12;DE
yearly;2019-11-27;2020-11-27 00:00:00;119;DE
yearly;2019-11-27;2020-11-27 00:00:00;119;grmany
yearly;2019-11-27;2020-11-27 00:00:00;119;FR
monthly;2019-11-27;2019-12-27 00:00:00;12;usa
yearly;2019-11-27;2020-11-27 00:00:00;119;us
yearly;2019-11-27;2020-11-27 00:00:00;119;de
yearly;2019-11-27;2020-11-27 00:00:00;119;germany
monthly;2019-11-27;2019-12-27 00:00:00;12;us
monthly;2019-11-27;2019-12-27 00:00:00;12;us
monthly;2019-11-27;2019-12-27 00:00:00;12;us
yearly;2019-11-27;2020-11-27 00:00:00;119;us
monthly;2019-11-27;2019-12-27 00:00:00;12;DE
monthly;2019-11-27;2019-12-27 00:00:00;12;germany
monthly;2019-11-27;2019-12-27 00:00:00;12;de
monthly;2019-11-27;2019-12-27 00:00:00;12;germany
monthly;2019-11-27;2019-12-27 00:00:00;12;de
monthly;2019-11-27;2019-12-27 00:00:00;12;de
monthly;2019-11-27;2019-12-27 00:00:00;12;france   
yearly;2019-11-27;2020-11-27 00:00:00;119;DE
yearly;2019-11-27;2020-11-27 00:00:00;119;usa
yearly;2019-11-27;2020-11-27 00:00:00;119;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;france
yearly;2019-11-28;2020-11-28 00:00:00;119;germany
yearly;2019-11-28;2020-11-28 00:00:00;119;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;FR
yearly;2019-11-28;2020-11-28 00:00:00;119;france   
monthly;2019-11-28;2019-12-28 00:00:00;12;usa
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
monthly;2019-11-28;2019-12-28 00:00:00;12;US
yearly;2019-11-28;2020-11-28 00:00:00;119;DE
monthly;2019-11-28;2019-12-28 00:00:00;12;US
monthly;2019-11-28;2019-12-28 00:00:00;12;DE
yearly;2019-11-28;2020-11-28 00:00:00;119;usa
yearly;2019-11-28;2020-11-28 00:00:00;119;DE
monthly;2019-11-28;2019-12-28 00:00:00;12;FR
yearly;2019-11-28;2020-11-28 00:00:00;119;france   
monthly;2019-11-28;2019-12-28 00:00:00;12;usa
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
yearly;2019-11-28;2020-11-28 00:00:00;119;us
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
monthly;2019-11-28;2019-12-28 00:00:00;12;france   
monthly;2019-11-28;2019-12-28 00:00:00;12;FR
yearly;2019-11-28;2020-11-28 00:00:00;119;us
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
monthly;2019-11-28;2019-12-28 00:00:00;12;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;FR
monthly;2019-11-28;2019-12-28 00:00:00;12;DE
monthly;2019-11-28;2019-12-28 00:00:00;12;usa
monthly;2019-11-28;2019-12-28 00:00:00;12;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
yearly;2019-11-28;2020-11-28 00:00:00;119;DE
monthly;2019-11-28;2019-12-28 00:00:00;12;FR
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
yearly;2019-11-28;2020-11-28 00:00:00;119;us
monthly;2019-11-28;2019-12-28 00:00:00;12;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
yearly;2019-11-28;2020-11-28 00:00:00;119;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;DE
yearly;2019-11-28;2020-11-28 00:00:00;119;france
monthly;2019-11-28;2019-12-28 00:00:00;12;DE
monthly;2019-11-28;2019-12-28 00:00:00;12;france   
monthly;2019-11-28;2019-12-28 00:00:00;12;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;france
yearly;2019-11-28;2020-11-28 00:00:00;119;us
monthly;2019-11-28;2019-12-28 00:00:00;12;us
monthly;2019-11-28;2019-12-28 00:00:00;12;grmany
yearly;2019-11-28;2020-11-28 00:00:00;119;DE
monthly;2019-11-28;2019-12-28 00:00:00;12;france
monthly;2019-11-28;2019-12-28 00:00:00;12;usa
yearly;2019-11-28;2020-11-28 00:00:00;119;germany
yearly;2019-11-28;2020-11-28 00:00:00;119;france   
monthly;2019-11-28;2019-12-28 00:00:00;12;france   
yearly;2019-11-28;2020-11-28 00:00:00;119;de
yearly;2019-11-28;2020-11-28 00:00:00;119;FR
monthly;2019-11-28;2019-12-28 00:00:00;12;DE
yearly;2019-11-28;2020-11-28 00:00:00;119;usa
yearly;2019-11-28;2020-11-28 00:00:00;119;de
monthly;2019-11-28;2019-12-28 00:00:00;12;US
monthly;2019-11-28;2019-12-28 00:00:00;12;FR
yearly;2019-11-28;2020-11-28 00:00:00;119;france
yearly;2019-11-28;2020-11-28 00:00:00;119;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;usa
yearly;2019-11-28;2020-11-28 00:00:00;119;grmany
yearly;2019-11-28;2020-11-28 00:00:00;119;grmany
monthly;2019-11-28;2019-12-28 00:00:00;12;france
yearly;2019-11-28;2020-11-28 00:00:00;119;DE
yearly;2019-11-28;2020-11-28 00:00:00;119;france   
yearly;2019-11-28;2020-11-28 00:00:00;119;france
monthly;2019-11-28;2019-12-28 00:00:00;12;de
monthly;2019-11-28;2019-12-28 00:00:00;12;US
yearly;2019-11-28;2020-11-28 00:00:00;119;france   
monthly;2019-11-28;2019-12-28 00:00:00;12;US
yearly;2019-11-28;2020-11-28 00:00:00;119;US
monthly;2019-11-28;2019-12-28 00:00:00;12;us
yearly;2019-11-28;2020-11-28 00:00:00;119;FR
monthly;2019-11-28;2019-12-28 00:00:00;12;germany
monthly;2019-11-28;2019-12-28 00:00:00;12;us
yearly;2019-11-28;2020-11-28 00:00:00;119;france   
monthly;2019-11-29;2019-12-29 00:00:00;12;grmany
monthly;2019-11-29;2019-12-29 00:00:00;12;germany
monthly;2019-11-29;2019-12-29 00:00:00;12;germany
monthly;2019-11-29;2019-12-29 00:00:00;12;grmany
monthly;2019-11-29;2019-12-29 00:00:00;12;FR
yearly;2019-11-29;2020-11-29 00:00:00;119;grmany
yearly;2019-11-29;2020-11-29 00:00:00;119;us
monthly;2019-11-29;2019-12-29 00:00:00;12;US
monthly;2019-11-29;2019-12-29 00:00:00;12;germany
yearly;2019-11-29;2020-11-29 00:00:00;119;US
monthly;2019-11-29;2019-12-29 00:00:00;12;france
monthly;2019-11-29;2019-12-29 00:00:00;12;US
yearly;2019-11-29;2020-11-29 00:00:00;119;de
monthly;2019-11-29;2019-12-29 00:00:00;12;usa
monthly;2019-11-29;2019-12-29 00:00:00;12;DE
monthly;2019-11-29;2019-12-29 00:00:00;12;de
yearly;2019-11-29;2020-11-29 00:00:00;119;france
monthly;2019-11-29;2019-12-29 00:00:00;12;germany
yearly;2019-11-29;2020-11-29 00:00:00;119;de
monthly;2019-11-29;2019-12-29 00:00:00;12;US
yearly;2019-11-29;2020-11-29 00:00:00;119;us
monthly;2019-11-29;2019-12-29 00:00:00;12;DE
monthly;2019-11-29;2019-12-29 00:00:00;12;de
